#filename,primary,secondary,shape,valid
n02814533_3402.JPEG,black,,station_wagon,1
n02814533_3474.JPEG,red,,station_wagon,0
n02814533_3497.JPEG,grey,,station_wagon,1
n02814533_3502.JPEG,black,,station_wagon,1
n02814533_3507.JPEG,blue,,SUV,1
n02814533_3523.JPEG,grey,,SUV,1
n02814533_3527.JPEG,green,grey,station_wagon,1
n02814533_3528.JPEG,white,brown,station_wagon,1
n02814533_3537.JPEG,white,,station_wagon,1
n02814533_3554.JPEG,blue,,station_wagon,1
n02814533_3573.JPEG,grey,,station_wagon,1
n02814533_3617.JPEG,grey,,station_wagon,1
n02814533_3624.JPEG,red,,station_wagon,1
n02814533_3789.JPEG,white,,station_wagon,1
n02814533_3843.JPEG,green,,station_wagon,1
n02814533_3886.JPEG,red,,station_wagon,1
n02814533_3890.JPEG,red,,station_wagon,1
n02814533_3970.JPEG,blue,,station_wagon,1
n02814533_4007.JPEG,white,,station_wagon,1
n02814533_4092.JPEG,blue,,station_wagon,1
n02814533_4121.JPEG,grey,,station_wagon,1
n02814533_4166.JPEG,yellow,brown,station_wagon,1
n02814533_4244.JPEG,blue,white,station_wagon,1
n02814533_4282.JPEG,brown,,station_wagon,1
n02814533_4374.JPEG,orange,,station_wagon,1
n02814533_4446.JPEG,green,brown,station_wagon,1
n02814533_4449.JPEG,grey,,station_wagon,1
n02814533_4476.JPEG,blue,,station_wagon,1
n02814533_4488.JPEG,white,,station_wagon,0
n02814533_4519.JPEG,white,green,station_wagon,0
n02814533_4600.JPEG,red,,station_wagon,1
n02814533_4612.JPEG,white,,station_wagon,1
n02814533_4637.JPEG,grey,,station_wagon,1
n02814533_4687.JPEG,blue,,station_wagon,1
n02814533_4689.JPEG,white,,station_wagon,1
n02814533_4714.JPEG,blue,,station_wagon,0
n02814533_4726.JPEG,orange,,station_wagon,0
n02814533_4748.JPEG,green,brown,station_wagon,1
n02814533_4856.JPEG,red,,station_wagon,1
n02814533_4977.JPEG,white,,station_wagon,0
n02814533_5140.JPEG,blue,orange,station_wagon,1
n02814533_5183.JPEG,blue,,station_wagon,1
n02814533_5190.JPEG,white,,station_wagon,1
n02814533_5230.JPEG,grey,,station_wagon,1
n02814533_5242.JPEG,blue,,station_wagon,0
n02814533_5272.JPEG,yellow,brown,station_wagon,1
n02814533_5437.JPEG,white,,station_wagon,1
n02814533_5496.JPEG,white,,station_wagon,1
n02814533_5497.JPEG,yellow,,station_wagon,1
n02814533_5553.JPEG,grey,,station_wagon,1
n02814533_5851.JPEG,red,yellow,station_wagon,1
n02814533_5916.JPEG,grey,,station_wagon,1
n02814533_5947.JPEG,blue,,station_wagon,1
n02814533_6150.JPEG,white,,station_wagon,1
n02814533_6210.JPEG,yellow,,station_wagon,1
n02814533_6297.JPEG,white,,station_wagon,0
n02814533_6498.JPEG,grey,,station_wagon,1
n02814533_6515.JPEG,blue,,station_wagon,1
n02814533_6516.JPEG,white,purple,station_wagon,1
n02814533_6553.JPEG,white,,station_wagon,1
n02814533_6838.JPEG,white,,station_wagon,1
n02814533_6856.JPEG,blue,grey,station_wagon,1
n02814533_7073.JPEG,black,,station_wagon,1
n02814533_7103.JPEG,black,,station_wagon,1
n02814533_7411.JPEG,blue,,station_wagon,1
n02814533_7437.JPEG,grey,,station_wagon,1
n02814533_7521.JPEG,green,,station_wagon,1
n02814533_7778.JPEG,red,,station_wagon,1
n02814533_7803.JPEG,grey,,station_wagon,1
n02814533_7855.JPEG,red,brown,station_wagon,1
n02814533_7946.JPEG,red,,station_wagon,1
n02814533_8009.JPEG,white,brown,station_wagon,1
n02814533_8025.JPEG,grey,,station_wagon,0
n02814533_8049.JPEG,red,,station_wagon,1
n02814533_8108.JPEG,white,brown,station_wagon,1
n02814533_8232.JPEG,red,,station_wagon,1
n02814533_8384.JPEG,green,,station_wagon,1
n02814533_8387.JPEG,brown,,station_wagon,1
n02814533_8446.JPEG,grey,,station_wagon,1
n02814533_8490.JPEG,grey,,station_wagon,0
n02814533_8521.JPEG,green,,station_wagon,1
n02814533_8568.JPEG,blue,,station_wagon,1
n02814533_8881.JPEG,white,,station_wagon,1
n02814533_9449.JPEG,grey,,station_wagon,1
n02814533_9481.JPEG,grey,,station_wagon,1
n02814533_9485.JPEG,green,white,station_wagon,1
n02814533_9532.JPEG,black,,station_wagon,1
n02814533_9588.JPEG,grey,,station_wagon,1
n02814533_9677.JPEG,red,white,station_wagon,1
n02814533_9740.JPEG,grey,,station_wagon,1
n02814533_9785.JPEG,white,black,station_wagon,1
n02814533_9835.JPEG,white,,station_wagon,1
n02814533_9886.JPEG,grey,,station_wagon,1
n02814533_10069.JPEG,red,,station_wagon,1
n02814533_10245.JPEG,red,,station_wagon,1
n02814533_10251.JPEG,red,,station_wagon,1
n02814533_10268.JPEG,white,,station_wagon,1
n02814533_10290.JPEG,white,,station_wagon,0
n02814533_10294.JPEG,red,white,station_wagon,1
n02814533_10329.JPEG,red,,station_wagon,1
n02814533_10404.JPEG,white,,station_wagon,0
n02814533_10429.JPEG,blue,,station_wagon,1
n02814533_10552.JPEG,black,,station_wagon,1
n02814533_10557.JPEG,grey,,station_wagon,1
n02814533_10572.JPEG,yellow,red,station_wagon,1
n02814533_10594.JPEG,grey,,station_wagon,0
n02814533_10637.JPEG,grey,,station_wagon,1
n02814533_10701.JPEG,black,,hatchback,1
n02814533_10818.JPEG,red,,station_wagon,1
n02814533_10911.JPEG,grey,,station_wagon,1
n02814533_10971.JPEG,black,,station_wagon,1
n02814533_10986.JPEG,blue,white,station_wagon,1
n02814533_10995.JPEG,green,,station_wagon,1
n02814533_10999.JPEG,blue,white,station_wagon,1
n02814533_11017.JPEG,grey,green,station_wagon,1
n02814533_11051.JPEG,red,white,station_wagon,1
n02814533_11056.JPEG,white,,station_wagon,1
n02814533_11078.JPEG,grey,,station_wagon,1
n02814533_11124.JPEG,grey,,station_wagon,1
n02814533_11246.JPEG,red,,station_wagon,1
n02814533_11273.JPEG,pink,,station_wagon,1
n02814533_11362.JPEG,white,,station_wagon,1
n02814533_11391.JPEG,grey,,station_wagon,1
n02814533_11539.JPEG,white,,station_wagon,1
n02814533_11561.JPEG,black,,station_wagon,1
n02814533_11587.JPEG,grey,,station_wagon,1
n02814533_11667.JPEG,grey,,station_wagon,1
n02814533_11760.JPEG,green,,station_wagon,1
n02814533_11762.JPEG,grey,,station_wagon,0
n02814533_11830.JPEG,white,,station_wagon,1
n02814533_11983.JPEG,orange,white,station_wagon,1
n02814533_11997.JPEG,red,,station_wagon,1
n02814533_12044.JPEG,grey,,station_wagon,1
n02814533_12310.JPEG,red,,station_wagon,1
n02814533_12311.JPEG,grey,,station_wagon,1
n02814533_12348.JPEG,blue,,station_wagon,1
n02814533_12418.JPEG,red,,station_wagon,1
n02814533_12532.JPEG,black,,station_wagon,1
n02814533_12546.JPEG,black,white,station_wagon,1
n02814533_12610.JPEG,yellow,,station_wagon,1
n02814533_12731.JPEG,blue,,station_wagon,1
n02814533_12779.JPEG,green,,station_wagon,0
n02814533_12813.JPEG,yellow,,station_wagon,1
n02814533_12925.JPEG,orange,,station_wagon,1
n02814533_12979.JPEG,green,,station_wagon,1
n02814533_13055.JPEG,white,,station_wagon,1
n02814533_13150.JPEG,grey,,station_wagon,1
n02814533_13155.JPEG,grey,,station_wagon,1
n02814533_13278.JPEG,black,,station_wagon,1
n02814533_13291.JPEG,red,,station_wagon,0
n02814533_13301.JPEG,blue,,station_wagon,1
n02814533_13427.JPEG,green,,station_wagon,1
n02814533_13662.JPEG,blue,,station_wagon,1
n02814533_13880.JPEG,white,,station_wagon,1
n02814533_13947.JPEG,white,,station_wagon,1
n02814533_14121.JPEG,brown,blue,station_wagon,1
n02814533_14233.JPEG,grey,,station_wagon,1
n02814533_14335.JPEG,white,grey,station_wagon,1
n02814533_14509.JPEG,white,,station_wagon,1
n02814533_14554.JPEG,grey,,station_wagon,1
n02814533_14627.JPEG,blue,grey,station_wagon,0
n02814533_14632.JPEG,black,,station_wagon,1
n02814533_14653.JPEG,green,brown,station_wagon,1
n02814533_14756.JPEG,red,,station_wagon,1
n02814533_14771.JPEG,grey,,station_wagon,1
n02814533_15146.JPEG,grey,,station_wagon,1
n02814533_15249.JPEG,white,,station_wagon,1
n02814533_15300.JPEG,blue,,station_wagon,1
n02814533_15544.JPEG,grey,,station_wagon,1
n02814533_15651.JPEG,brown,orange,station_wagon,1
n02814533_15689.JPEG,blue,,station_wagon,1
n02814533_15771.JPEG,orange,,station_wagon,1
n02814533_15962.JPEG,grey,,station_wagon,1
n02814533_15974.JPEG,green,,station_wagon,1
n02814533_15976.JPEG,green,white,station_wagon,1
n02814533_16015.JPEG,blue,,station_wagon,0
n02814533_16431.JPEG,yellow,,station_wagon,1
n02814533_16473.JPEG,red,,station_wagon,1
n02814533_16835.JPEG,brown,,station_wagon,1
n02814533_16978.JPEG,orange,,station_wagon,1
n02814533_17560.JPEG,yellow,white,station_wagon,1
n02814533_17573.JPEG,grey,,station_wagon,1
n02814533_17774.JPEG,grey,,station_wagon,1
n02814533_17776.JPEG,green,,station_wagon,1
n02814533_17866.JPEG,black,,station_wagon,1
n02814533_17956.JPEG,grey,,station_wagon,1
n02814533_17991.JPEG,green,brown,station_wagon,1
n02814533_18060.JPEG,blue,white,station_wagon,1
n02814533_18068.JPEG,green,,station_wagon,1
n02814533_18077.JPEG,black,,station_wagon,0
n02814533_18128.JPEG,grey,,station_wagon,1
n02814533_18183.JPEG,grey,,station_wagon,1
n02814533_18207.JPEG,red,,station_wagon,1
n02814533_18318.JPEG,black,,station_wagon,1
n02814533_18387.JPEG,grey,,station_wagon,1
n02814533_18458.JPEG,brown,,station_wagon,1
n02814533_18667.JPEG,white,,station_wagon,1
n02814533_18706.JPEG,white,,hatchback,1
n02814533_18874.JPEG,red,,station_wagon,1
n02814533_18927.JPEG,black,,station_wagon,1
n02814533_19107.JPEG,green,,station_wagon,1
n02814533_19312.JPEG,green,,station_wagon,1
n02814533_19376.JPEG,blue,,station_wagon,0
n02814533_19407.JPEG,white,brown,station_wagon,1
n02814533_19620.JPEG,grey,,station_wagon,1
n02814533_19745.JPEG,green,,station_wagon,1
n02814533_19816.JPEG,blue,,station_wagon,1
n02814533_20022.JPEG,black,,station_wagon,1
n02814533_20292.JPEG,grey,,station_wagon,1
n02814533_20640.JPEG,black,,station_wagon,1
n02814533_20806.JPEG,white,,station_wagon,1
n02814533_20833.JPEG,green,,station_wagon,1
n02814533_20940.JPEG,blue,,station_wagon,1
n02814533_21147.JPEG,blue,,station_wagon,1
n02814533_21254.JPEG,green,,station_wagon,1
n02814533_21447.JPEG,white,,station_wagon,1
n02814533_21748.JPEG,brown,,station_wagon,1
n02814533_21807.JPEG,red,,station_wagon,1
n02814533_21811.JPEG,blue,,station_wagon,1
n02814533_21859.JPEG,white,,station_wagon,0
n02814533_21929.JPEG,white,,station_wagon,0
n02814533_21949.JPEG,white,,station_wagon,0
n02814533_21955.JPEG,green,,station_wagon,1
n02814533_21965.JPEG,blue,white,station_wagon,1
n02814533_22053.JPEG,black,,station_wagon,1
n02814533_22083.JPEG,red,,station_wagon,1
n02814533_22108.JPEG,white,red,station_wagon,1
n02814533_22148.JPEG,grey,,station_wagon,1
n02814533_22260.JPEG,blue,,station_wagon,1
n02814533_22292.JPEG,yellow,,station_wagon,1
n02814533_22333.JPEG,red,,station_wagon,1
n02814533_22343.JPEG,white,brown,station_wagon,1
n02814533_22395.JPEG,grey,,station_wagon,1
n02814533_22413.JPEG,green,,station_wagon,1
n02814533_22580.JPEG,white,,station_wagon,1
n02814533_22675.JPEG,grey,,station_wagon,1
n02814533_22677.JPEG,yellow,white,station_wagon,1
n02814533_22730.JPEG,grey,white,station_wagon,1
n02814533_22780.JPEG,orange,white,station_wagon,1
n02814533_22847.JPEG,blue,white,station_wagon,1
n02814533_22889.JPEG,green,,station_wagon,0
n02814533_22898.JPEG,yellow,,station_wagon,0
n02814533_23098.JPEG,green,,station_wagon,1
n02814533_23154.JPEG,blue,,station_wagon,1
n02814533_23212.JPEG,green,,station_wagon,1
n02814533_23336.JPEG,white,,station_wagon,1
n02814533_23466.JPEG,white,black,station_wagon,1
n02814533_23563.JPEG,orange,,station_wagon,1
n02814533_23592.JPEG,black,,station_wagon,1
n02814533_23903.JPEG,green,,station_wagon,1
n02814533_23926.JPEG,red,,station_wagon,1
n02814533_23969.JPEG,blue,,station_wagon,1
n02814533_24007.JPEG,white,,station_wagon,1
n02814533_24181.JPEG,orange,,station_wagon,1
n02814533_24244.JPEG,orange,,station_wagon,1
n02814533_24285.JPEG,red,,station_wagon,1
n02814533_24286.JPEG,blue,,station_wagon,1
n02814533_24348.JPEG,blue,,station_wagon,1
n02814533_24621.JPEG,grey,,station_wagon,1
n02814533_24980.JPEG,black,grey,station_wagon,1
n02814533_25011.JPEG,blue,,station_wagon,1
n02814533_25129.JPEG,red,,station_wagon,1
n02814533_25416.JPEG,brown,,station_wagon,1
n02814533_25584.JPEG,black,,station_wagon,1
n02814533_25687.JPEG,red,,station_wagon,1
n02814533_25834.JPEG,red,,station_wagon,1
n02814533_25986.JPEG,brown,,station_wagon,1
n02814533_26030.JPEG,blue,,station_wagon,1
n02814533_26180.JPEG,grey,,station_wagon,1
n02814533_26406.JPEG,white,,station_wagon,1
n02814533_26417.JPEG,red,,station_wagon,1
n02814533_26450.JPEG,yellow,,station_wagon,1
n02814533_26516.JPEG,red,,station_wagon,1
n02814533_26523.JPEG,blue,,station_wagon,1
n02814533_26659.JPEG,blue,,station_wagon,1
n02814533_26761.JPEG,grey,,station_wagon,1
n02814533_26766.JPEG,grey,,station_wagon,1
n02814533_26889.JPEG,green,,station_wagon,1
n02814533_26929.JPEG,grey,,station_wagon,1
n02814533_27090.JPEG,blue,,station_wagon,1
n02814533_27150.JPEG,red,,station_wagon,1
n02814533_27180.JPEG,grey,,station_wagon,1
n02814533_27187.JPEG,grey,,station_wagon,0
n02814533_27236.JPEG,white,,station_wagon,1
n02814533_27246.JPEG,grey,,station_wagon,1
n02814533_27327.JPEG,black,,station_wagon,0
n02814533_27344.JPEG,grey,,station_wagon,1
n02814533_27379.JPEG,red,,station_wagon,1
n02814533_27408.JPEG,blue,,station_wagon,1
n02814533_27494.JPEG,white,,station_wagon,0
n02814533_27502.JPEG,brown,yellow,station_wagon,1
n02814533_27507.JPEG,white,,station_wagon,1
n02814533_27597.JPEG,white,,station_wagon,1
n02814533_27724.JPEG,blue,white,station_wagon,1
n02814533_27824.JPEG,white,black,station_wagon,1
n02814533_27856.JPEG,white,,station_wagon,1
n02814533_27902.JPEG,white,black,station_wagon,1
n02814533_27929.JPEG,green,,station_wagon,1
n02814533_27977.JPEG,blue,,station_wagon,1
n02814533_27983.JPEG,grey,,station_wagon,1
n02814533_27994.JPEG,red,,station_wagon,1
n02814533_28215.JPEG,green,,station_wagon,0
n02814533_28216.JPEG,blue,,station_wagon,1
n02814533_28371.JPEG,white,,station_wagon,1
n02814533_28783.JPEG,red,,station_wagon,1
n02814533_28856.JPEG,blue,,station_wagon,1
n02814533_28938.JPEG,grey,,station_wagon,1
n02814533_29046.JPEG,red,white,station_wagon,1
n02814533_29325.JPEG,red,,station_wagon,1
n02814533_29334.JPEG,grey,,station_wagon,1
n02814533_29367.JPEG,grey,,station_wagon,1
n02814533_29484.JPEG,grey,,station_wagon,1
n02814533_29516.JPEG,white,,station_wagon,1
n02814533_29801.JPEG,green,,station_wagon,1
n02814533_29925.JPEG,white,,station_wagon,1
n02814533_29990.JPEG,white,,station_wagon,1
n02814533_30247.JPEG,white,,station_wagon,1
n02814533_30311.JPEG,green,,station_wagon,1
n02814533_30313.JPEG,grey,,station_wagon,1
n02814533_30457.JPEG,red,,station_wagon,1
n02814533_31133.JPEG,black,,station_wagon,1
n02814533_31170.JPEG,white,,station_wagon,1
n02814533_31275.JPEG,grey,,station_wagon,1
n02814533_31323.JPEG,black,white,station_wagon,1
n02814533_31430.JPEG,black,blue,station_wagon,1
n02814533_31493.JPEG,red,,station_wagon,1
n02814533_31532.JPEG,grey,,station_wagon,1
n02814533_31586.JPEG,grey,,station_wagon,1
n02814533_31644.JPEG,grey,blue,station_wagon,1
n02814533_31793.JPEG,blue,brown,station_wagon,1
n02814533_31860.JPEG,red,,station_wagon,1
n02814533_31961.JPEG,orange,yellow,station_wagon,1
n02814533_31964.JPEG,black,,hatchback,1
n02814533_31973.JPEG,white,,station_wagon,1
n02814533_32118.JPEG,black,,station_wagon,1
n02814533_32231.JPEG,red,,hatchback,1
n02814533_32253.JPEG,blue,,hatchback,1
n02814533_32337.JPEG,blue,,station_wagon,1
n02814533_32461.JPEG,yellow,,station_wagon,1
n02814533_32693.JPEG,red,,station_wagon,1
n02814533_32721.JPEG,white,,station_wagon,0
n02814533_32782.JPEG,grey,,station_wagon,1
n02814533_32835.JPEG,grey,,station_wagon,1
n02814533_32897.JPEG,black,,station_wagon,1
n02814533_32924.JPEG,red,,station_wagon,1
n02814533_32974.JPEG,black,,station_wagon,0
n02814533_33205.JPEG,grey,,station_wagon,0
n02814533_33292.JPEG,blue,,station_wagon,1
n02814533_33384.JPEG,blue,,hatchback,1
n02814533_33576.JPEG,yellow,,station_wagon,1
n02814533_33602.JPEG,grey,blue,station_wagon,1
n02814533_33666.JPEG,grey,,station_wagon,1
n02814533_33781.JPEG,white,,station_wagon,1
n02814533_33835.JPEG,grey,,station_wagon,1
n02814533_33920.JPEG,red,,station_wagon,1
n02814533_34143.JPEG,red,,station_wagon,1
n02814533_34149.JPEG,blue,,station_wagon,1
n02814533_34200.JPEG,black,,station_wagon,1
n02814533_34288.JPEG,white,,station_wagon,1
n02814533_34317.JPEG,red,,station_wagon,1
n02814533_34383.JPEG,grey,black,station_wagon,1
n02814533_34396.JPEG,grey,,station_wagon,1
n02814533_34461.JPEG,white,,station_wagon,1
n02814533_34500.JPEG,yellow,,station_wagon,1
n02814533_34562.JPEG,grey,,hatchback,1
n02814533_34649.JPEG,yellow,,station_wagon,0
n02814533_34667.JPEG,blue,,station_wagon,1
n02814533_34690.JPEG,blue,,station_wagon,1
n02814533_34713.JPEG,grey,,station_wagon,1
n02814533_34836.JPEG,grey,,station_wagon,1
n02814533_34886.JPEG,blue,brown,station_wagon,1
n02814533_35102.JPEG,white,,station_wagon,1
n02814533_35156.JPEG,white,black,station_wagon,1
n02814533_35174.JPEG,grey,,station_wagon,0
n02814533_35230.JPEG,blue,,station_wagon,1
n02814533_35267.JPEG,grey,,station_wagon,1
n02814533_35279.JPEG,blue,white,station_wagon,1
n02814533_35363.JPEG,yellow,white,station_wagon,1
n02814533_35369.JPEG,blue,,station_wagon,1
n02814533_35442.JPEG,red,,station_wagon,1
n02814533_35447.JPEG,brown,brown,station_wagon,0
n02814533_35731.JPEG,grey,,station_wagon,1
n02814533_35798.JPEG,red,,station_wagon,1
n02814533_35863.JPEG,white,blue,station_wagon,1
n02814533_35888.JPEG,black,,station_wagon,1
n02814533_36206.JPEG,grey,,station_wagon,1
n02814533_36330.JPEG,yellow,,station_wagon,1
n02814533_36383.JPEG,white,yellow,station_wagon,1
n02814533_36663.JPEG,grey,,station_wagon,1
n02814533_36898.JPEG,red,,station_wagon,1
n02814533_36916.JPEG,red,orange,station_wagon,1
n02814533_36971.JPEG,red,,station_wagon,1
n02814533_37055.JPEG,grey,black,station_wagon,1
n02814533_37110.JPEG,black,,station_wagon,1
n02814533_37309.JPEG,black,,station_wagon,1
n02814533_37371.JPEG,white,,station_wagon,1
n02814533_37381.JPEG,green,brown,station_wagon,0
n02814533_37629.JPEG,white,brown,station_wagon,0
n02814533_37715.JPEG,black,,station_wagon,1
n02814533_37736.JPEG,green,white,station_wagon,1
n02814533_37747.JPEG,grey,,station_wagon,1
n02814533_37751.JPEG,grey,,station_wagon,1
n02814533_37870.JPEG,green,,station_wagon,0
n02814533_38071.JPEG,grey,black,station_wagon,1
n02814533_38087.JPEG,red,white,station_wagon,1
n02814533_38090.JPEG,red,,station_wagon,1
n02814533_38295.JPEG,brown,white,station_wagon,1
n02814533_38313.JPEG,grey,,station_wagon,1
n02814533_38454.JPEG,green,,station_wagon,1
n02814533_38468.JPEG,grey,,station_wagon,0
n02814533_38517.JPEG,white,black,station_wagon,1
n02814533_38596.JPEG,grey,,station_wagon,1
n02814533_38719.JPEG,blue,,station_wagon,1
n02814533_38775.JPEG,red,,station_wagon,1
n02814533_38862.JPEG,grey,,station_wagon,1
n02814533_38900.JPEG,grey,,station_wagon,1
n02814533_38904.JPEG,grey,,station_wagon,1
n02814533_39047.JPEG,grey,,station_wagon,1
n02814533_39365.JPEG,white,,station_wagon,1
n02814533_39478.JPEG,green,brown,station_wagon,1
n02814533_39544.JPEG,grey,,station_wagon,1
n02814533_39547.JPEG,red,,station_wagon,1
n02814533_39559.JPEG,black,,station_wagon,1
n02814533_39666.JPEG,grey,,station_wagon,1
n02814533_39667.JPEG,blue,white,station_wagon,1
n02814533_39792.JPEG,grey,green,station_wagon,1
n02814533_39818.JPEG,red,,station_wagon,1
n02814533_39823.JPEG,red,,station_wagon,0
n02814533_39902.JPEG,blue,,station_wagon,1
n02814533_39958.JPEG,grey,,station_wagon,1
n02814533_40000.JPEG,red,white,station_wagon,1
n02814533_40024.JPEG,blue,red,station_wagon,1
n02814533_40064.JPEG,green,,station_wagon,1
n02814533_40090.JPEG,grey,,station_wagon,1
n02814533_40138.JPEG,grey,,station_wagon,1
n02814533_40171.JPEG,grey,,station_wagon,1
n02814533_40178.JPEG,red,,station_wagon,1
n02814533_40186.JPEG,blue,,station_wagon,1
n02814533_40315.JPEG,black,,station_wagon,1
n02814533_40321.JPEG,white,black,station_wagon,0
n02814533_40344.JPEG,red,,station_wagon,0
n02814533_40393.JPEG,black,,station_wagon,1
n02814533_40408.JPEG,white,,station_wagon,1
n02814533_40471.JPEG,white,blue,station_wagon,1
n02814533_40501.JPEG,white,,station_wagon,1
n02814533_40531.JPEG,grey,,station_wagon,1
n02814533_40700.JPEG,yellow,,station_wagon,1
n02814533_40716.JPEG,grey,,station_wagon,1
n02814533_40770.JPEG,red,,station_wagon,1
n02814533_40956.JPEG,black,,station_wagon,1
n02814533_40984.JPEG,white,brown,station_wagon,1
n02814533_41282.JPEG,black,,station_wagon,0
n02814533_41381.JPEG,white,black,station_wagon,1
n02814533_41391.JPEG,red,white,station_wagon,1
n02814533_41465.JPEG,grey,,station_wagon,1
n02814533_41477.JPEG,black,,station_wagon,0
n02814533_41481.JPEG,black,,station_wagon,1
n02814533_41531.JPEG,black,,station_wagon,1
n02814533_41843.JPEG,red,,station_wagon,1
n02814533_42002.JPEG,black,,station_wagon,1
n02814533_42042.JPEG,grey,,station_wagon,1
n02814533_42102.JPEG,white,,station_wagon,1
n02814533_42123.JPEG,blue,,station_wagon,1
n02814533_42211.JPEG,grey,,station_wagon,1
n02814533_42223.JPEG,brown,,station_wagon,1
n02814533_42242.JPEG,black,white,station_wagon,1
n02814533_42278.JPEG,red,white,station_wagon,1
n02814533_42665.JPEG,grey,,station_wagon,1
n02814533_42712.JPEG,blue,,station_wagon,1
n02814533_42777.JPEG,grey,,station_wagon,1
n02814533_42910.JPEG,blue,,station_wagon,0
n02814533_43132.JPEG,green,,station_wagon,0
n02814533_43355.JPEG,grey,,station_wagon,1
n02814533_43509.JPEG,yellow,,station_wagon,1
n02814533_43575.JPEG,grey,black,station_wagon,1
n02814533_43585.JPEG,white,brown,station_wagon,0
n02814533_43603.JPEG,grey,,station_wagon,1
